title,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_by
"1 Bedroom For Sale In Bay Gardens, Pasay City",Bay Garden,Bay Garden,46 sqm,46 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,7,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/41032-73-bc7b47426369-5246-d019ebb3-b4fc-43d4,Eva Marzan
4 Star Hotels for sale,,,"4,596 sqm","2,744 sqm","₱ 4,500,000,000","Pasay, Metro Manila",,,,,Condotel,For Sale,,,,,A-list Properties
2 Bedroom Korean Cut For Sale Aston Residences Dominga St. Pasay City,,,56 sqm,56 sqm,"₱ 7,500,000","San Isidro, Pasay",2 bedrooms,1 bathroom,27,Unfurnished,Condo,For Sale,,,,,Obet Guzman Jr.
2 Bedroom Condo with Parking For Sale La Verti Residences Taft Avenue Pasay City,,,57 sqm,57 sqm,"₱ 8,000,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,34,Unfurnished,Condo,For Sale,,1,,,Obet Guzman Jr.
"RUSH For Sale: Furnished Condo Unit at Shore Residences, Mall of Asia Pasay – Ready for Airbnb or Long-Term Rental! 🌇",Shore Residences,Shore Residences,24 sqm,24 sqm,"₱ 3,300,000","Pasay, Metro Manila",1 bedroom,1 bathroom,9,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/41032-73-ebcd8a8b248-bdf-22782773-86ca-456c,fria evangelista
"RUSH For Sale: Furnished Condo Unit at Shore Residences, Mall of Asia Pasay – Ready for Airbnb or Long-Term Rental! 🌇",Shore Residences,Shore Residences,24 sqm,24 sqm,"₱ 3,300,000","Pasay, Metro Manila",1 bedroom,1 bathroom,9,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/41032-73-ebcd8a8b248-bdf-22782773-86ca-456c,SMDC International
4 Star Hotels for sale,,,"4,596 sqm","2,522 sqm","₱ 4,500,000,000","Pasay, Metro Manila",,,,,Condotel,For Sale,,,,,A-list Properties
Ready for occupancy Condo in Taft Avenue Pasay City near De La Salle University,Quantum Residences,Quantum Residences,31 sqm,1 sqm,"₱ 33,000","San Isidro, Pasay",1 bedroom,1 bathroom,12,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
1 BEDROOM FOR RENT TO OWN CONDO IN TAFT AVENUE PASAY CITY NEAR LRT GIL PUYAT STATION,Quantum Residences,Quantum Residences,31 sqm,1 sqm,"₱ 33,000","San Isidro, Pasay",1 bedroom,1 bathroom,12,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
for sale condo in pasay palm beach west rent to own ready for occupancy 2bedroom,Palm Beach West,Palm Beach West,38 sqm,38 sqm,"₱ 8,300,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
1 BEDROOM FOR RENT TO OWN CONDO IN TAFT AVENUE PASAY CITY NEAR LRT GIL PUYAT STATION,Quantum Residences,Quantum Residences,31 sqm,1 sqm,"₱ 33,000","San Isidro, Pasay",1 bedroom,1 bathroom,12,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
rfo condominium in pasay palm beach west rent to own near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,38 sqm,38 sqm,"₱ 8,300,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
"Anissa Heights - Studio Unit Pre-Selling for sale in P. Zamora St., San Roque, Pasay City",Anissa Heights,Anissa Heights,16 sqm,16 sqm,"₱ 3,098,600","Pasay, Metro Manila",1 bedroom,1 bathroom,1521,Unfurnished,Studio,For Sale,2029,,Freehold,https://www.lamudi.com.ph/projects/anissa-heights/,Roberto Siriban Jr
Studio Condo For Sale La Verti Residences Taft Avenue Pasay City,,,27 sqm,27 sqm,"₱ 4,400,000","Pasay, Metro Manila",,1 bathroom,17,Unfurnished,Condo,For Sale,,,,,Obet Guzman Jr.
Condo for sale in Pasay near MOA cash payment 50% discount,Palm Beach West,Palm Beach West,38 sqm,38 sqm,Request Details,"Pasay, Metro Manila",2 bedrooms,1 bathroom,,,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/palm-beach-west/,Property by Jeann & Ruffa
Pet friendly 2 bedroom condo for sale in Pasay city,Palm Beach West,Palm Beach West,38 sqm,38 sqm,Request Details,"Pasay, Metro Manila",2 bedrooms,1 bathroom,,,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/palm-beach-west/,Property by Jeann & Ruffa
Rent to own 2 Bedroom condo for sale in Pasay City,Palm Beach West,Palm Beach West,38 sqm,38 sqm,Request Details,"Pasay, Metro Manila",2 bedrooms,1 bathroom,,,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/palm-beach-west/,Property by Jeann & Ruffa
Rent To Own 2 Bedroom Condo unit in Pasay,Palm Beach West,Palm Beach West,38 sqm,38 sqm,,"Pasay, Metro Manila",2 bedrooms,1 bathroom,,Unfurnished,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/palm-beach-west/,Federal Land Condo Projects PH
rfo condo in pasay rent to own near mall of asia double dragon pasay,,,38 sqm,38 sqm,"₱ 8,300,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,,Kristine Joy Pascua
for sale condo in pasay taft ave rfo and pre selling near libertad cartimar la salle arellano pasay,Quantum Residences,Quantum Residences,24 sqm,24 sqm,"₱ 4,200,000","San Isidro, Pasay",,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Kristine Joy Pascua
studio w/ balcony condo in taft ave pasay quantum residences near la salle gil puyat lrt station,Quantum Residences,Quantum Residences,24 sqm,24 sqm,"₱ 4,800,000","San Isidro, Pasay",,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Kristine Joy Pascua
quantum residences pre selling condominium near libertad cartimar la salle 2bedroom pasay,Quantum Residences,Quantum Residences,49 sqm,2 sqm,"₱ 10,000,000","San Isidro, Pasay",2 bedrooms,1 bathroom,10,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Kristine Joy Pascua
2br condo in taft ave pasay near libertad cartimar la salle arellano pasay,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 10,000,000","San Isidro, Pasay",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/quantum-residences/,Kristine Joy Pascua
AVIDA TOWERS PRIME TAFT 1BR FOR SALE,Avida Towers Prime Taft,Avida Towers Prime Taft,37 sqm,37 sqm,"₱ 4,950,000","Pasay, Metro Manila",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,2016,,Freehold,https://www.lamudi.com.ph/projects/avida-towers-prime-taft/,Lorin
RENT TO OWN Condo In Roxas Boulevard 10 Years to Pay The RADIANCE MANILA BAY by Robinsons Land,The Radiance Manila Bay – South Tower,The Radiance Manila Bay – South Tower,40 sqm,40 sqm,"₱ 6,500,000","Pasay, Metro Manila",1 bedroom,1 bathroom,,Partly furnished,Condo,For Sale,2021,,Freehold,https://www.lamudi.com.ph/projects/41032-73-7ccbe2cccf1b-4588-87424685-a86f-4ca6,Walter Balberona
For Rent Condo in Makati City Near Legazpi Park,Quantum Residences,Quantum Residences,25 sqm,25 sqm,"₱ 18,000","San Isidro, Pasay",1 bedroom,1 bathroom,22,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Rent Condo in Makati City Near Waltermart Makati,Quantum Residences,Quantum Residences,25 sqm,25 sqm,"₱ 18,000","San Isidro, Pasay",1 bedroom,1 bathroom,22,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Rent Condo in Makati City Near Waltermart Makati,Quantum Residences,Quantum Residences,25 sqm,25 sqm,"₱ 18,000","San Isidro, Pasay",1 bedroom,1 bathroom,22,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Rent Condo in Makati City Near Waltermart Makati,Quantum Residences,Quantum Residences,25 sqm,25 sqm,"₱ 18,000","San Isidro, Pasay",1 bedroom,1 bathroom,22,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For sale pasay condominium gil puyat lrt makati baclaran,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready for occupancy For sale condo in pasay area city near casino,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
For sale ready for occupancy pasay condominium area city near casino,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready for occupancy For sale condo in pasay area city makati manila,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
For sale ready for occupancy pasay condominium shell sea shore breze okada,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
for sale condo in pasay ready to move in studio quantum residences,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready to move in for sale condo in pasay studio studio one bedroom two bedroom,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
for sale condo in pasay ready to move in studio quantum residence,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
for sale condo in pasay ready to move in studio highend near la salle,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
For sale ready for occupancy pasay condominium mall of asia macapagal,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready for occupancy For sale condo in pasay shell sea shore breze,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
For sale ready for occupancy pasay condominium quantum amethyst,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
For sale ready for occupancy pasay condominium horizon land federal land,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready to move in pasay condo for sale studio taft ave beside arellano university,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
for sale condominium ready to move in condo in pasay area city one bedroom,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready to move in pasay condo for sale studio quantum residences,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
ready for occupancy For sale condo in pasay gil puyat lrt makati,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
for sale condo in pasay ready to move in studio quantum residence amethyes,,,21 sqm,21 sqm,,"Pasay, Metro Manila",,1 bathroom,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
"FIRE SALE! 1BR Pool View Condo at Shore Residences, MOA – ₱3.1M",,,27 sqm,27 sqm,"₱ 3,100,000","Pasay, Metro Manila",1 bedroom,1 bathroom,6,Fully furnished,Condo,For Sale,,,Freehold,,Edwin Gumba - Real Estate Broker/Finest Homes Realty
"The Ultimate Urban Sanctuary: 1-Bedroom Condo FOR SALE  in Pasay, 33sqm Corner Unit at Shore 3",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"A Corner Unit with a View: Shore 3 Residences for 8M,   33sqm  Unit for Rush Sale",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Live at the Heart of the MOA Complex: Shore 3 Rush Sale, 1-Bedroom Corner Unit",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Dont Miss Out: 1-Bedroom Condo with Balcony at Shore 3,  Rush Sale",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Investment Opportunity: Shore 3   Rush Sale, 1-Bedroom Corner Unit",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Experience Luxury Living in Pasay: Shore 3 for 8M, Own an 8M Condo at Shore 3",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Partly furnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Own a Piece of the MOA Complex: 33sqm Condo for 8M, Shore 3 Unit for Rush Sale",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Partly furnished,Condo,For Sale,2025,1,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Shore 3 Residences: A Prime 1-Bedroom Corner Unit Awaits, Own an 8M Condo at Shore 3",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Partly furnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Rush Sale: Your Dream Condo in MOA for 8M,   1-BRM at Shore 3, 8M",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,1,Partly furnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
"Rare Find! 1-Bedroom Corner Unit at Shore 3 Residences, Rush Sale on a Shore 3 Condo",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/shore-3-residences/,Evelyn Samaniego
"Shore 3 Residences: Your Gateway to MOA Living,  1-BR Condo at 8M",Shore 3 Residences,Shore 3 Residences,33 sqm,33 sqm,"₱ 8,000,000","Pasay, Metro Manila",1 bedroom,1 bathroom,0,Partly furnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,Evelyn Samaniego
PARKSIDE10XXE: For Sale Fully Furnished 2BR Unit with balcony and parking at The,The Parkside Villas,The Parkside Villas,,88 sqm,"₱ 14,000,000","Newport City, Pasay",2 bedrooms,1 bathroom,,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/the-parkside-villas/,Kondo Ko Property Management
"pet friendly 2 bedroom condo for sale in Pasay City near PITX, Met-Live and MOA",Palm Beach West,Palm Beach West,38 sqm,38 sqm,"₱ 218,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/palm-beach-west/,Dream Property
Affordable Resort Studio Condo in Anissa Heights Pasay City Dmci Homes,Anissa Heights,Anissa Heights,31 sqm,31 sqm,"₱ 3,100,000","Pasay, Metro Manila",1 bedroom,1 bathroom,40,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/anissa-heights/,Wilver  Madarang
For Sale Condo in Pasay Near De La Salle University and Arellano Law School,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 20,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Sale Condo in Pasay Near De La Salle University and Arellano Law School,Quantum Residences,Quantum Residences,21 sqm,21 sqm,"₱ 20,000","San Isidro, Pasay",,1 bathroom,12,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Sale Condo in Pasay Near De La Salle University and Arellano Law School,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
2 Bedroom rent to own condo for sale in Quatum Residences near Dela Salle University,Quantum Residences,Quantum Residences,49 sqm,49 sqm,,"San Isidro, Pasay",1 bedroom,1 bathroom,,,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Sale Condo in Pasay Near De La Salle University and Arellano Law School,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
For Sale Condo in Taft Avenue Pasay beside Arellano University,,,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,,Property by Jeann & Ruffa
Luxurious Penthouse for sale with 3 bedrooms,,,,120 sqm,"₱ 22,000,000","Pasay, Metro Manila",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,,Francis Macam
For Sale Condo in Taft Avenue Pasay beside Arellano University,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
READY FOR OCCUPANCY CONDO ALONG TAFT AVENUE PASAY CITY QUANTUM RESIDENCES QUANTUM RESIDENCES,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
2 Bedroom Ready for Occupancy Condo in Pasay Near Libertad Station,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
2 Bedroom Condo near DFA,Quantum Residences,Quantum Residences,49 sqm,49 sqm,Request Details,"San Isidro, Pasay",2 bedrooms,1 bathroom,15,Partly furnished,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
2 Bedroom Ready for Occupancy Condo in Pasay near De La Salle University Manila,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
2 Bedroom Ready for Occupancy Condo in Pasay near De La Salle University Manila,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
Ready for Occupancy Condo in Pasay near De La Salle University Manila,Quantum Residences,Quantum Residences,21 sqm,21 sqm,"₱ 8,854,000","San Isidro, Pasay",,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
Ready for Occupancy Condo in Pasay near De La Salle University Manila,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 8,854,000","San Isidro, Pasay",,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
Ready for Occupancy Condo in Pasay near De La Salle University Manila,Quantum Residences,Quantum Residences,21 sqm,21 sqm,"₱ 3,400,000","San Isidro, Pasay",,1 bathroom,18,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
2 Bedroom Condo For Sale La Verti Residences Near La Salle University Pasay City,,,57 sqm,57 sqm,"₱ 6,700,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,40,Unfurnished,Condo,For Sale,,,,,Obet Guzman Jr.
𝟒𝐁𝐑 𝐔𝐧𝐢𝐭 𝐟𝐨𝐫 𝐒𝐚𝐥𝐞 𝐚𝐭 𝐏𝐚𝐫𝐤𝐬𝐢𝐝𝐞 𝐕𝐢𝐥𝐥𝐚𝐬 𝐢𝐧 𝐓𝐚𝐠𝐮𝐢𝐠 𝐂𝐢𝐭𝐲,,,141 sqm,141 sqm,"₱ 28,000,000","Pasay, Metro Manila",4 bedrooms,2 bathrooms,,Partly furnished,Condo,For Sale,,2,,,Jared Dimangondayao
"Rent to Own 2 Bedroom For Sale in Bay Area Pasay near DFA, Senate, GSIS and MOA",Palm Beach West,Palm Beach West,43 sqm,43 sqm,,"Pasay, Metro Manila",2 bedrooms,1 bathroom,,Unfurnished,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/palm-beach-west/,Federal Land Condo Projects PH
Quantum Residences condo unit For Sale in Pasay City,Quantum Residences,Quantum Residences,49 sqm,49 sqm,"₱ 9,700,000","San Isidro, Pasay",2 bedrooms,1 bathroom,,Unfurnished,Condo,For Sale,2025,1,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Federal Land Condo Projects PH
